# Image list with two lines of data per image:
# IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
# POINTS2D[] as (X, Y, POINT3D_ID)
48 -0.26534212 0.014068782 0.003066063 -0.9640467 0.018957768 0.028362002 -0.12677713 1 48.jpg

49 -0.27101877 0.038501687 -8.6033344E-4 -0.9618033 0.012569215 0.03284923 -0.12510464 1 49.jpg

50 -0.27297685 0.059842862 -0.0068770647 -0.9601329 0.004218675 0.03671517 -0.1259158 1 50.jpg

51 -0.2753561 0.07600291 -0.011157572 -0.9582682 -0.0033387095 0.04035226 -0.1268554 1 51.jpg

52 -0.28029054 0.0904486 -0.011903346 -0.9555703 -0.009812832 0.04470378 -0.12804396 1 52.jpg

53 -0.2815761 0.10110785 -0.016413063 -0.9540558 -0.015452098 0.046720583 -0.13024493 1 53.jpg

54 -0.28275478 0.11273226 -0.017600536 -0.9523819 -0.020080745 0.04807716 -0.13291582 1 54.jpg

55 -0.28137997 0.11916497 -0.021913111 -0.95191634 -0.0239583 0.049105223 -0.13547312 1 55.jpg

56 -0.28207654 0.1298278 -0.026738346 -0.9501908 -0.029432893 0.050984632 -0.13824905 1 56.jpg

57 -0.2807124 0.14936963 -0.03978142 -0.94726264 -0.038050912 0.05347863 -0.14226346 1 57.jpg

58 -0.27564093 0.17086434 -0.04948646 -0.94465786 -0.045616463 0.053653605 -0.14805827 1 58.jpg

59 -0.2713625 0.19757444 -0.05392763 -0.9404353 -0.05155187 0.05322431 -0.15513963 1 59.jpg

60 -0.2672442 0.22992186 -0.055954278 -0.93412286 -0.057471815 0.053023368 -0.16285071 1 60.jpg

61 -0.261751 0.2530673 -0.05862528 -0.92951936 -0.062299233 0.05360406 -0.16912675 1 61.jpg

62 -0.25406054 0.26678702 -0.061913103 -0.9276016 -0.066262394 0.05432439 -0.17565604 1 62.jpg

63 -0.24962598 0.28239125 -0.065433264 -0.92393744 -0.07025 0.055231534 -0.18206365 1 63.jpg

64 -0.24633698 0.2948922 -0.06956416 -0.92060715 -0.07283805 0.055287473 -0.18670996 1 64.jpg

65 -0.23975188 0.31305826 -0.07595155 -0.91583025 -0.07412805 0.053951085 -0.19104661 1 65.jpg

66 -0.23469628 0.32915568 -0.08372274 -0.9108044 -0.07626527 0.05432931 -0.19574407 1 66.jpg

67 -0.23494056 0.35228357 -0.08364281 -0.9020549 -0.07969968 0.05579968 -0.19984667 1 67.jpg

68 -0.23219329 0.38543415 -0.090090215 -0.88848776 -0.08521883 0.058735453 -0.2060425 1 68.jpg

69 -0.22608614 0.4028387 -0.10025856 -0.8812231 -0.08889826 0.06048635 -0.21183899 1 69.jpg

70 -0.22005174 0.42575887 -0.10619962 -0.87122226 -0.09226897 0.0614233 -0.21899748 1 70.jpg

71 -0.2143003 0.44250104 -0.11815953 -0.86273205 -0.097118005 0.06422179 -0.22682194 1 71.jpg

72 -0.21135555 0.4585166 -0.12540725 -0.85402834 -0.10163481 0.067272134 -0.2330109 1 72.jpg

73 -0.20984437 0.46841556 -0.13342571 -0.8477912 -0.106112376 0.0709924 -0.23807183 1 73.jpg

74 -0.20719677 0.47994804 -0.14353621 -0.84030753 -0.110358074 0.07436931 -0.24429928 1 74.jpg

75 -0.19964865 0.48695806 -0.15781742 -0.8355273 -0.110167794 0.08356796 -0.25451306 1 75.jpg

76 -0.19239807 0.4917274 -0.17221066 -0.83158314 -0.113066755 0.078947686 -0.26509932 1 76.jpg

77 -0.18858235 0.49401528 -0.17983237 -0.8294854 -0.11476033 0.080556974 -0.26910457 1 77.jpg

78 -0.19053824 0.49296755 -0.17987403 -0.82965255 -0.11511961 0.08170851 -0.2681433 1 78.jpg

79 -0.19082999 0.4893477 -0.17857176 -0.8320065 -0.114508234 0.081010625 -0.26710078 1 79.jpg

80 -0.18888469 0.47745872 -0.17794707 -0.8394586 -0.113053344 0.07804941 -0.26591873 1 80.jpg

81 -0.18375044 0.45726377 -0.17722976 -0.85190094 -0.11018195 0.07162348 -0.26357326 1 81.jpg

82 -0.17330642 0.43665516 -0.17701012 -0.8648495 -0.10619028 0.06058193 -0.2615886 1 82.jpg

83 -0.16380066 0.42354214 -0.17705774 -0.8731735 -0.10338931 0.049454145 -0.25920647 1 83.jpg

84 -0.14674224 0.40654474 -0.17829382 -0.8839679 -0.10325231 0.036812387 -0.25482023 1 84.jpg

85 -0.13640283 0.40174282 -0.17274883 -0.8889065 -0.10594194 0.024917968 -0.2495936 1 85.jpg

86 -0.1287437 0.40322936 -0.16239607 -0.89132404 -0.10619645 0.012193343 -0.2427975 1 86.jpg

87 -0.12195918 0.4013441 -0.15614325 -0.89424163 -0.105648115 7.478036E-4 -0.23472527 1 87.jpg

88 -0.11539367 0.3992885 -0.15110925 -0.8968941 -0.106948406 -0.011360375 -0.22702168 1 88.jpg

89 -0.11345643 0.39020693 -0.14565825 -0.90202534 -0.11002018 -0.021434339 -0.21490774 1 89.jpg

90 -0.114309534 0.387002 -0.13669711 -0.904697 -0.11200449 -0.032104485 -0.20070389 1 90.jpg

91 -0.114745185 0.3861313 -0.12302059 -0.90697414 -0.113482915 -0.04457882 -0.18477175 1 91.jpg

92 -0.11700404 0.38549632 -0.11799005 -0.9076239 -0.11702821 -0.050642304 -0.17520449 1 92.jpg

93 -0.1184929 0.37945276 -0.10945335 -0.91104066 -0.1227786 -0.058798738 -0.1589268 1 93.jpg

94 -0.12688878 0.3735558 -0.097068936 -0.9137466 -0.12711386 -0.064800285 -0.13733053 1 94.jpg

95 -0.13145174 0.3625239 -0.089322925 -0.9183235 -0.13029021 -0.0724772 -0.11637936 1 95.jpg

96 -0.13229236 0.34600794 -0.08461106 -0.92499626 -0.13498898 -0.07874125 -0.09814222 1 96.jpg

97 -0.1402573 0.32377493 -0.07824659 -0.93240285 -0.13707373 -0.07859498 -0.081679255 1 97.jpg

98 -0.14813796 0.3031597 -0.06416941 -0.93916535 -0.13374914 -0.07613938 -0.067026064 1 98.jpg

99 -0.15063292 0.28228867 -0.056013227 -0.9457723 -0.12594229 -0.074095845 -0.055680025 1 99.jpg

100 -0.1534203 0.2614285 -0.048772782 -0.95170295 -0.11727579 -0.07287193 -0.04695584 1 100.jpg

101 -0.1552583 0.2306124 -0.047880113 -0.95938534 -0.107368186 -0.07003266 -0.039483346 1 101.jpg

102 -0.16376188 0.21106842 -0.04291469 -0.9626996 -0.09268464 -0.066694975 -0.031484924 1 102.jpg

103 -0.16841443 0.19377096 -0.03909996 -0.9656918 -0.075846724 -0.065085344 -0.024214637 1 103.jpg

104 -0.17051713 0.17069642 -0.03907031 -0.9696701 -0.058510162 -0.06567845 -0.018288016 1 104.jpg

105 -0.1732716 0.15731701 -0.033499867 -0.9716512 -0.043107852 -0.065677896 -0.013159823 1 105.jpg

106 -0.17959327 0.12836489 -0.031621188 -0.9748173 -0.022005927 -0.06403812 -0.006126566 1 106.jpg

107 -0.18072784 0.10211512 -0.026544154 -0.9778574 0.003474988 -0.06348014 -0.005249461 1 107.jpg

108 -0.18357396 0.07533156 -0.026509404 -0.9797565 0.02747307 -0.063687935 -0.006488124 1 108.jpg

109 -0.18650448 0.054377638 -0.029479831 -0.980505 0.04205085 -0.06578168 -0.0077266116 1 109.jpg

110 -0.18862756 0.037499443 -0.022731155 -0.9810691 0.062123105 -0.072460674 -0.009486221 1 110.jpg

111 -0.19781718 0.010298334 -0.019349188 -0.9799938 0.08265714 -0.08346198 -0.009982612 1 111.jpg

112 -0.20608476 -0.031428047 -0.02271393 -0.97776556 0.10826419 -0.095356 -0.010056702 1 112.jpg

113 -0.22193682 -0.070047386 -0.014916807 -0.97242725 0.14029959 -0.10400286 -0.008856412 1 113.jpg

114 -0.24311487 -0.10153289 0.0018074512 -0.9646674 0.17183879 -0.11223604 -0.0038941996 1 114.jpg

115 -0.26760536 -0.11648771 0.018842816 -0.9562755 0.1921187 -0.12910172 0.003461482 1 115.jpg

116 -0.28486282 -0.12256606 0.031073093 -0.9501921 0.20168261 -0.1539639 0.011180465 1 116.jpg

117 -0.29771143 -0.117437616 0.03674665 -0.946692 0.20261824 -0.1790252 0.018314425 1 117.jpg

118 -0.31291875 -0.112725995 0.044045746 -0.9420375 0.2025249 -0.20121661 0.026131403 1 118.jpg

119 -0.31720555 -0.12741245 0.041759253 -0.93883055 0.20307517 -0.22209395 0.033357337 1 119.jpg

120 -0.31636018 -0.14555722 0.037252963 -0.9366651 0.20350514 -0.24344407 0.0402073 1 120.jpg

121 -0.33086008 -0.13989983 0.045915842 -0.932122 0.20694016 -0.2659165 0.054189205 1 121.jpg

122 -0.32936445 -0.14654681 0.047228903 -0.93156457 0.20989425 -0.28518435 0.06251478 1 122.jpg

123 -0.33153975 -0.14124876 0.052073747 -0.9313531 0.21233368 -0.3013626 0.068774536 1 123.jpg

124 -0.33091486 -0.140731 0.047648966 -0.93189037 0.21154188 -0.31730968 0.072478555 1 124.jpg

125 -0.33883435 -0.12492534 0.04687518 -0.93133646 0.20758228 -0.32466015 0.07299197 1 125.jpg

126 -0.33842105 -0.113757394 0.03670633 -0.9333719 0.2000491 -0.3316262 0.07030544 1 126.jpg

127 -0.33953187 -0.09855038 0.028652906 -0.93497854 0.18871495 -0.3281919 0.06979498 1 127.jpg

128 -0.34027088 -0.08392145 0.016046971 -0.9364376 0.1741629 -0.32056344 0.07098352 1 128.jpg

129 -0.33724692 -0.05996862 0.0036052167 -0.93949735 0.15791336 -0.3154594 0.070792526 1 129.jpg

130 -0.33616722 -0.03611867 -0.0052175224 -0.941095 0.14318928 -0.31332108 0.06880301 1 130.jpg

131 -0.3357196 -0.02195917 -0.018914163 -0.941516 0.1276949 -0.3104854 0.06687439 1 131.jpg

132 -0.33003384 -0.004547611 -0.032906055 -0.94338435 0.11293657 -0.30756295 0.0644934 1 132.jpg

133 -0.326403 0.012090385 -0.04281622 -0.94418305 0.100551784 -0.30463782 0.06269355 1 133.jpg

134 -0.32121426 0.026647702 -0.050147235 -0.9453023 0.091976225 -0.30285704 0.059229653 1 134.jpg

135 -0.31979975 0.04843861 -0.061402768 -0.9442518 0.07950114 -0.2965881 0.054130033 1 135.jpg

136 -0.314404 0.076191425 -0.07397339 -0.94333065 0.065197565 -0.2907297 0.044932082 1 136.jpg

137 -0.3036434 0.10509744 -0.08196977 -0.9434173 0.05376544 -0.28784126 0.03413201 1 137.jpg

138 -0.29584765 0.12957302 -0.0898259 -0.9421339 0.047331303 -0.28555408 0.027341023 1 138.jpg

139 -0.2912841 0.14326817 -0.09687063 -0.94087386 0.044105075 -0.2844992 0.025067627 1 139.jpg

140 -0.2830009 0.1601496 -0.100791425 -0.9402679 0.041204277 -0.28670746 0.024884157 1 140.jpg

141 -0.27540717 0.18309903 -0.10613012 -0.93774307 0.033878446 -0.28876436 0.024766285 1 141.jpg

142 -0.26804635 0.20594722 -0.11378592 -0.93423206 0.02340436 -0.2892745 0.023791097 1 142.jpg

143 -0.26145282 0.22807598 -0.12094948 -0.93005097 0.011496127 -0.28774258 0.023923106 1 143.jpg

144 -0.2574205 0.24859646 -0.13036051 -0.92463005 -0.0023372658 -0.28472373 0.02574421 1 144.jpg

145 -0.25525 0.2628717 -0.13560146 -0.9205206 -0.0125547405 -0.28284404 0.027839776 1 145.jpg

146 -0.2533294 0.28154767 -0.14303795 -0.91438246 -0.02522698 -0.28032827 0.030619726 1 146.jpg

147 -0.24961622 0.29792798 -0.14766628 -0.9094643 -0.03337827 -0.27953738 0.031460695 1 147.jpg

148 -0.24829428 0.30971298 -0.15363577 -0.90488887 -0.040927123 -0.27715942 0.033236466 1 148.jpg

149 -0.24834949 0.32158214 -0.157682 -0.90002435 -0.047101412 -0.27399373 0.03557648 1 149.jpg

150 -0.24952216 0.33387733 -0.16093844 -0.89463025 -0.052932404 -0.27083763 0.037399806 1 150.jpg

151 -0.24656615 0.3453379 -0.16621125 -0.89012396 -0.060883142 -0.26868019 0.03688406 1 151.jpg

152 -0.24436952 0.35200167 -0.17132774 -0.88714445 -0.0656966 -0.2664364 0.035472978 1 152.jpg

153 -0.24037243 0.36360362 -0.17528266 -0.8827737 -0.07055008 -0.26437706 0.032862596 1 153.jpg

154 -0.23808295 0.3750183 -0.17800164 -0.8780621 -0.0754958 -0.26215887 0.031117585 1 154.jpg

155 -0.23822218 0.38484365 -0.18274319 -0.8727832 -0.08164446 -0.25855368 0.029712196 1 155.jpg

156 -0.23717073 0.39743045 -0.18653068 -0.8666055 -0.08846228 -0.25556383 0.027463336 1 156.jpg

157 -0.23391792 0.40741155 -0.19045532 -0.8619889 -0.094283 -0.25344175 0.023634434 1 157.jpg

158 -0.22847489 0.41740575 -0.1968959 -0.8572069 -0.09912459 -0.25165462 0.018148236 1 158.jpg

159 -0.22383209 0.4271977 -0.20213157 -0.85237557 -0.10221207 -0.24982294 0.013124008 1 159.jpg

160 -0.2172021 0.43777177 -0.20870376 -0.84712565 -0.10581819 -0.24781147 0.006985359 1 160.jpg

161 -0.20976746 0.44648516 -0.21695963 -0.84236395 -0.11023319 -0.24525163 -9.362623E-4 1 161.jpg

162 -0.20255837 0.45424375 -0.22497222 -0.8378664 -0.11400135 -0.24294461 -0.009182885 1 162.jpg

163 -0.19726537 0.4637456 -0.23306182 -0.8316902 -0.118369594 -0.24058211 -0.016452488 1 163.jpg

164 -0.19122165 0.470724 -0.24013776 -0.827156 -0.12190396 -0.23854211 -0.02280606 1 164.jpg

165 -0.18722089 0.47517782 -0.24789071 -0.8232281 -0.12539756 -0.23572108 -0.029139876 1 165.jpg

166 -0.18143378 0.48286867 -0.2511165 -0.81906044 -0.12705594 -0.23399529 -0.03569593 1 166.jpg

167 -0.17779987 0.48952454 -0.25396296 -0.8150188 -0.12932472 -0.23105776 -0.04151471 1 167.jpg

168 -0.17462757 0.4955496 -0.2573879 -0.8109791 -0.13182841 -0.22838895 -0.04694167 1 168.jpg

169 -0.17386313 0.49772644 -0.2606635 -0.8087611 -0.13369036 -0.2265338 -0.0500978 1 169.jpg

170 -0.17688636 0.49391568 -0.26097718 -0.8103391 -0.13209936 -0.22655162 -0.051342532 1 170.jpg

171 -0.17659701 0.47968084 -0.25525877 -0.82070863 -0.118680954 -0.2323503 -0.05288398 1 171.jpg

172 -0.17023459 0.47189227 -0.24846229 -0.8286159 -0.10181773 -0.24275586 -0.05727281 1 172.jpg

173 -0.15770774 0.475704 -0.23555559 -0.8326749 -0.080963746 -0.25934798 -0.066250935 1 173.jpg

174 -0.1618105 0.4683329 -0.23975977 -0.8348633 -0.07346894 -0.26664382 -0.0615165 1 174.jpg

175 -0.16078728 0.46764612 -0.2513316 -0.8320378 -0.07941018 -0.27101606 -0.06144301 1 175.jpg

176 -0.15849186 0.4744436 -0.27129257 -0.8223041 -0.089951 -0.2658767 -0.06539743 1 176.jpg

177 -0.16372418 0.47970957 -0.2870805 -0.8128085 -0.095030874 -0.25231385 -0.06493555 1 177.jpg

178 -0.17677979 0.47268653 -0.29851142 -0.8100662 -0.09617984 -0.23375963 -0.05457164 1 178.jpg

179 -0.1891458 0.4652779 -0.314852 -0.80536234 -0.10218325 -0.21472237 -0.039735045 1 179.jpg

180 -0.195061 0.4330813 -0.33600342 -0.8133224 -0.10392451 -0.19380851 -0.022177853 1 180.jpg

181 -0.20014422 0.40136653 -0.30516064 -0.8400738 -0.09779685 -0.19321547 -0.0010141619 1 181.jpg

182 -0.20781872 0.39875177 -0.2937224 -0.84352565 -0.101536684 -0.19798349 0.006989956 1 182.jpg

183 -0.20435134 0.40632394 -0.2806204 -0.845218 -0.111046426 -0.21305355 0.0068905316 1 183.jpg

184 -0.19363254 0.42928797 -0.267723 -0.8405609 -0.12469461 -0.23622562 -0.008712564 1 184.jpg

185 -0.189957 0.4544839 -0.24845996 -0.8340434 -0.13933676 -0.2600942 -0.024289913 1 185.jpg

186 -0.1904002 0.4686659 -0.22554436 -0.83260417 -0.15855986 -0.27727866 -0.034304146 1 186.jpg

187 -0.18576515 0.48285472 -0.19875813 -0.83236873 -0.1782994 -0.28626943 -0.044556405 1 187.jpg

188 -0.19754927 0.49534452 -0.18985623 -0.8243559 -0.20324376 -0.28479075 -0.041547976 1 188.jpg

189 -0.21628037 0.5058485 -0.18738243 -0.81377375 -0.22385249 -0.28368437 -0.03531275 1 189.jpg

190 -0.22335584 0.5111665 -0.18872681 -0.8082098 -0.23931526 -0.28546634 -0.03538238 1 190.jpg

191 -0.22932595 0.51873505 -0.19259012 -0.80076987 -0.25421658 -0.28866023 -0.03673276 1 191.jpg

192 -0.23297593 0.5271219 -0.20032024 -0.7922982 -0.26693273 -0.2910313 -0.036693368 1 192.jpg

193 -0.23327415 0.5352063 -0.2153208 -0.7827989 -0.27375522 -0.2915628 -0.03894121 1 193.jpg

194 -0.2581923 0.54869497 -0.24487412 -0.7565099 -0.2826784 -0.2953098 -0.040301345 1 194.jpg

195 -0.29113492 0.5478033 -0.26151192 -0.7394346 -0.29140472 -0.30352196 -0.03562316 1 195.jpg

196 -0.30511007 0.53389627 -0.2676289 -0.7417798 -0.300182 -0.3151859 -0.031598926 1 196.jpg

197 -0.3083041 0.5234695 -0.25929546 -0.7507957 -0.3084065 -0.3315266 -0.02752849 1 197.jpg

198 -0.30564964 0.5188142 -0.24235511 -0.7607063 -0.3140738 -0.34933385 -0.023185495 1 198.jpg

199 -0.3040882 0.5156167 -0.22878683 -0.76767594 -0.31609604 -0.36680737 -0.018702183 1 199.jpg

200 -0.3084317 0.5093792 -0.22295952 -0.7718107 -0.31611606 -0.37615138 -0.0132983625 1 200.jpg

201 -0.3148773 0.4911073 -0.21112612 -0.7842777 -0.31432965 -0.38712132 2.2025779E-4 1 201.jpg

202 -0.3213512 0.4837589 -0.19922873 -0.78931534 -0.31054375 -0.3937561 0.0107605755 1 202.jpg

203 -0.33253157 0.47144932 -0.18692303 -0.7951214 -0.29946718 -0.39960828 0.025121585 1 203.jpg

204 -0.34030578 0.45106706 -0.1812852 -0.8049013 -0.28773406 -0.39980474 0.03962278 1 204.jpg

205 -0.3451015 0.43527737 -0.17559245 -0.81277657 -0.2769628 -0.3983525 0.051641732 1 205.jpg

206 -0.35004795 0.42371905 -0.16974872 -0.8179938 -0.2670541 -0.3960502 0.06118514 1 206.jpg

207 -0.3537313 0.41126713 -0.16760975 -0.8231892 -0.25943828 -0.39237496 0.06758929 1 207.jpg

208 -0.35676473 0.39566314 -0.16589788 -0.8298478 -0.24986002 -0.38970962 0.07206863 1 208.jpg

209 -0.35776615 0.37764174 -0.16320631 -0.83830404 -0.23905712 -0.38815153 0.07549985 1 209.jpg

210 -0.35904804 0.3638852 -0.15986404 -0.84446156 -0.2281974 -0.3881009 0.077051245 1 210.jpg

211 -0.36240545 0.34890023 -0.15629461 -0.8500017 -0.21781881 -0.38624293 0.0813692 1 211.jpg

212 -0.36805838 0.32878232 -0.15324673 -0.85612524 -0.20687507 -0.38198847 0.08794576 1 212.jpg

213 -0.37497926 0.31522226 -0.15009528 -0.8587764 -0.19886425 -0.37846524 0.09329421 1 213.jpg

214 -0.37984058 0.299988 -0.1442298 -0.863091 -0.18697795 -0.37554318 0.098758996 1 214.jpg

215 -0.38245463 0.28550726 -0.13759315 -0.86791825 -0.17320728 -0.37342295 0.10263861 1 215.jpg

216 -0.38640207 0.26935863 -0.13144141 -0.87227434 -0.15831047 -0.3708786 0.10699013 1 216.jpg

217 -0.3914844 0.25188342 -0.1252029 -0.87613857 -0.14339451 -0.36792028 0.11122034 1 217.jpg

218 -0.3946147 0.23500013 -0.1177634 -0.8804465 -0.12749603 -0.36611003 0.11431652 1 218.jpg

219 -0.39877442 0.21642295 -0.112172484 -0.88405746 -0.11175555 -0.3632231 0.11701727 1 219.jpg

220 -0.40163612 0.20211631 -0.10540277 -0.8869766 -0.09691117 -0.362069 0.117993146 1 220.jpg

221 -0.40413433 0.1916821 -0.1014024 -0.888623 -0.08582975 -0.3624162 0.11690748 1 221.jpg

222 -0.40685856 0.17980605 -0.09581798 -0.89048004 -0.075209185 -0.35662827 0.12128485 1 222.jpg

223 -0.40849918 0.16966152 -0.09167361 -0.8921543 -0.066271156 -0.3521296 0.12199006 1 223.jpg

224 -0.41051447 0.15824662 -0.08740306 -0.8937541 -0.056022815 -0.34820724 0.122946806 1 224.jpg

225 -0.41411105 0.14577106 -0.082434714 -0.8946884 -0.045524787 -0.34611067 0.12212676 1 225.jpg

226 -0.41706598 0.13428743 -0.07821107 -0.89549196 -0.035341144 -0.3438447 0.12158175 1 226.jpg

227 -0.4192814 0.12193629 -0.07325229 -0.8966429 -0.02366826 -0.34144115 0.12108509 1 227.jpg

228 -0.42061025 0.11277287 -0.06845909 -0.89759827 -0.013607591 -0.3400305 0.120743245 1 228.jpg

229 -0.42349064 0.097427204 -0.062425345 -0.8984802 0.0011875033 -0.33591464 0.12213695 1 229.jpg

230 -0.42704955 0.08146307 -0.055933088 -0.8988124 0.017394088 -0.33352268 0.12300709 1 230.jpg

231 -0.4295954 0.06855936 -0.047937453 -0.89913815 0.034469675 -0.33243287 0.12361713 1 231.jpg

232 -0.4312082 0.05459383 -0.04041651 -0.8996918 0.0510571 -0.32987142 0.126126 1 232.jpg

233 -0.43363005 0.041451782 -0.032850027 -0.8995374 0.06459619 -0.32684234 0.13150585 1 233.jpg

234 -0.4402089 0.030244276 -0.025017321 -0.897037 0.077092454 -0.32276568 0.13915561 1 234.jpg

235 -0.44788122 0.0072362125 -0.018645495 -0.8938693 0.09708007 -0.32006583 0.1460434 1 235.jpg

236 -0.44985735 -0.0067296177 -0.0040029585 -0.89306605 0.12392661 -0.31960878 0.15117268 1 236.jpg

237 -0.44831908 -0.012107179 0.013128787 -0.8936951 0.15165402 -0.31980276 0.15343489 1 237.jpg

